"CODE","LABEL","NUTS_LEVEL","COUNTRY","OFFICIAL_SORTING_ORDER_OF_COUNTRIES"
"BE","BELGIQUE-BELGIË ",0,"BE",1
"BE1","RÉGION DE BRUXELLES-CAPITALE / BRUSSELS HOOFDSTEDELIJK GEWEST",1,"BE",1
"BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest",2,"BE",1
"BE100","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad",3,"BE",1
"BE2","VLAAMS GEWEST",1,"BE",1
"BE21","Prov. Antwerpen",2,"BE",1
"BE211","Arr. Antwerpen",3,"BE",1
"BE212","Arr. Mechelen",3,"BE",1
"BE213","Arr. Turnhout",3,"BE",1
"BE22","Prov. Limburg (B)",2,"BE",1
"BE221","Arr. Hasselt",3,"BE",1
"BE222","Arr. Maaseik",3,"BE",1
"BE223","Arr. Tongeren",3,"BE",1
"BE23","Prov. Oost-Vlaanderen",2,"BE",1
"BE231","Arr. Aalst",3,"BE",1
"BE232","Arr. Dendermonde",3,"BE",1
"BE233","Arr. Eeklo",3,"BE",1
"BE234","Arr. Gent",3,"BE",1
"BE235","Arr. Oudenaarde",3,"BE",1
"BE236","Arr. Sint-Niklaas",3,"BE",1
"BE24","Prov. Vlaams-Brabant",2,"BE",1
"BE241","Arr. Halle-Vilvoorde",3,"BE",1
"BE242","Arr. Leuven",3,"BE",1
"BE25","Prov. West-Vlaanderen",2,"BE",1
"BE251","Arr. Brugge",3,"BE",1
"BE252","Arr. Diksmuide",3,"BE",1
"BE253","Arr. Ieper",3,"BE",1
"BE254","Arr. Kortrijk",3,"BE",1
"BE255","Arr. Oostende",3,"BE",1
"BE256","Arr. Roeselare",3,"BE",1
"BE257","Arr. Tielt",3,"BE",1
"BE258","Arr. Veurne",3,"BE",1
"BE3","RÉGION WALLONNE",1,"BE",1
"BE31","Prov. Brabant Wallon",2,"BE",1
"BE310","Arr. Nivelles",3,"BE",1
"BE32","Prov. Hainaut",2,"BE",1
"BE321","Arr. Ath",3,"BE",1
"BE322","Arr. Charleroi",3,"BE",1
"BE323","Arr. Mons",3,"BE",1
"BE324","Arr. Mouscron",3,"BE",1
"BE325","Arr. Soignies",3,"BE",1
"BE326","Arr. Thuin",3,"BE",1
"BE327","Arr. Tournai",3,"BE",1
"BE33","Prov. Liège",2,"BE",1
"BE331","Arr. Huy",3,"BE",1
"BE332","Arr. Liège",3,"BE",1
"BE334","Arr. Waremme",3,"BE",1
"BE335","Arr. Verviers - communes francophones",3,"BE",1
"BE336","Bezirk Verviers - Deutschsprachige Gemeinschaft",3,"BE",1
"BE34","Prov. Luxembourg (B)",2,"BE",1
"BE341","Arr. Arlon",3,"BE",1
"BE342","Arr. Bastogne",3,"BE",1
"BE343","Arr. Marche-en-Famenne",3,"BE",1
"BE344","Arr. Neufchâteau",3,"BE",1
"BE345","Arr. Virton",3,"BE",1
"BE35","Prov. Namur",2,"BE",1
"BE351","Arr. Dinant",3,"BE",1
"BE352","Arr. Namur",3,"BE",1
"BE353","Arr. Philippeville",3,"BE",1
"BEZ","EXTRA-REGIO",1,"BE",1
"BEZZ","Extra-Regio",2,"BE",1
"BEZZZ","Extra-Regio",3,"BE",1
"BG","БЪЛГАРИЯ / BULGARIA",0,"BG",2
"BG3","СЕВЕРНА И ЮГОИЗТОЧНА БЪЛГАРИЯ / SEVERNA I IZTOCHNA BULGARIA",1,"BG",2
"BG31","Северозападен / Severozapaden",2,"BG",2
"BG311","Видин / Vidin",3,"BG",2
"BG312","Монтана / Montana",3,"BG",2
"BG313","Враца / Vratsa",3,"BG",2
"BG314","Плевен / Pleven",3,"BG",2
"BG315","Ловеч / Lovech",3,"BG",2
"BG32","Северен централен / Severen tsentralen",2,"BG",2
"BG321","Велико Търново / Veliko Tarnovo",3,"BG",2
"BG322","Габрово / Gabrovo",3,"BG",2
"BG323","Русе / Ruse",3,"BG",2
"BG324","Разград / Razgrad",3,"BG",2
"BG325","Силистра / Silistra",3,"BG",2
"BG33","Североизточен / Severoiztochen",2,"BG",2
"BG331","Варна / Varna",3,"BG",2
"BG332","Добрич / Dobrich",3,"BG",2
"BG333","Шумен / Shumen",3,"BG",2
"BG334","Търговище / Targovishte",3,"BG",2
"BG34","Югоизточен / Yugoiztochen",2,"BG",2
"BG341","Бургас / Burgas",3,"BG",2
"BG342","Сливен / Sliven",3,"BG",2
"BG343","Ямбол / Yambol",3,"BG",2
"BG344","Стара Загора / Stara Zagora",3,"BG",2
"BG4","ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ / YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA",1,"BG",2
"BG41","Югозападен / Yugozapaden",2,"BG",2
"BG411","София (столица) / Sofia (stolitsa)",3,"BG",2
"BG412","София / Sofia",3,"BG",2
"BG413","Благоевград / Blagoevgrad",3,"BG",2
"BG414","Перник / Pernik",3,"BG",2
"BG415","Кюстендил / Kyustendil",3,"BG",2
"BG42","Южен централен / Yuzhen tsentralen",2,"BG",2
"BG421","Пловдив / Plovdiv",3,"BG",2
"BG422","Хасково / Haskovo",3,"BG",2
"BG423","Пазарджик / Pazardzhik",3,"BG",2
"BG424","Смолян / Smolyan",3,"BG",2
"BG425","Кърджали / Kardzhali",3,"BG",2
"BGZ","EXTRA-REGIO",1,"BG",2
"BGZZ","Extra-Regio",2,"BG",2
"BGZZZ","Extra-Regio",3,"BG",2
"CZ","ČESKÁ REPUBLIKA",0,"CZ",3
"CZ0","ČESKÁ REPUBLIKA",1,"CZ",3
"CZ01","Praha",2,"CZ",3
"CZ010","Hlavní město Praha",3,"CZ",3
"CZ02","Střední Čechy",2,"CZ",3
"CZ020","Středočeský kraj",3,"CZ",3
"CZ03","Jihozápad",2,"CZ",3
"CZ031","Jihočeský kraj",3,"CZ",3
"CZ032","Plzeňský kraj",3,"CZ",3
"CZ04","Severozápad",2,"CZ",3
"CZ041","Karlovarský kraj",3,"CZ",3
"CZ042","Ústecký kraj",3,"CZ",3
"CZ05","Severovýchod",2,"CZ",3
"CZ051","Liberecký kraj",3,"CZ",3
"CZ052","Královéhradecký kraj",3,"CZ",3
"CZ053","Pardubický kraj",3,"CZ",3
"CZ06","Jihovýchod",2,"CZ",3
"CZ063","Vysočina",3,"CZ",3
"CZ064","Jihomoravský kraj",3,"CZ",3
"CZ07","Střední Morava",2,"CZ",3
"CZ071","Olomoucký kraj",3,"CZ",3
"CZ072","Zlínský kraj",3,"CZ",3
"CZ08","Moravskoslezsko",2,"CZ",3
"CZ080","Moravskoslezský kraj",3,"CZ",3
"CZZ","EXTRA-REGIO",1,"CZ",3
"CZZZ","Extra-Regio",2,"CZ",3
"CZZZZ","Extra-Regio",3,"CZ",3
"DK","DANMARK",0,"DK",4
"DK0","DANMARK",1,"DK",4
"DK01","Hovedstaden",2,"DK",4
"DK011","Byen København",3,"DK",4
"DK012","Københavns omegn",3,"DK",4
"DK013","Nordsjælland",3,"DK",4
"DK014","Bornholm",3,"DK",4
"DK02","Sjælland",2,"DK",4
"DK021","Østsjælland",3,"DK",4
"DK022","Vest- og Sydsjælland",3,"DK",4
"DK03","Syddanmark",2,"DK",4
"DK031","Fyn",3,"DK",4
"DK032","Sydjylland",3,"DK",4
"DK04","Midtjylland",2,"DK",4
"DK041","Vestjylland",3,"DK",4
"DK042","Østjylland",3,"DK",4
"DK05","Nordjylland",2,"DK",4
"DK050","Nordjylland",3,"DK",4
"DKZ","EXTRA-REGIO",1,"DK",4
"DKZZ","Extra-Regio",2,"DK",4
"DKZZZ","Extra-Regio",3,"DK",4
"DE","DEUTSCHLAND ",0,"DE",5
"DE1","BADEN-WÜRTTEMBERG",1,"DE",5
"DE11","Stuttgart",2,"DE",5
"DE111","Stuttgart, Stadtkreis",3,"DE",5
"DE112","Böblingen",3,"DE",5
"DE113","Esslingen",3,"DE",5
"DE114","Göppingen",3,"DE",5
"DE115","Ludwigsburg",3,"DE",5
"DE116","Rems-Murr-Kreis",3,"DE",5
"DE117","Heilbronn, Stadtkreis",3,"DE",5
"DE118","Heilbronn, Landkreis",3,"DE",5
"DE119","Hohenlohekreis",3,"DE",5
"DE11A","Schwäbisch Hall",3,"DE",5
"DE11B","Main-Tauber-Kreis",3,"DE",5
"DE11C","Heidenheim",3,"DE",5
"DE11D","Ostalbkreis",3,"DE",5
"DE12","Karlsruhe",2,"DE",5
"DE121","Baden-Baden, Stadtkreis",3,"DE",5
"DE122","Karlsruhe, Stadtkreis",3,"DE",5
"DE123","Karlsruhe, Landkreis",3,"DE",5
"DE124","Rastatt",3,"DE",5
"DE125","Heidelberg, Stadtkreis",3,"DE",5
"DE126","Mannheim, Stadtkreis",3,"DE",5
"DE127","Neckar-Odenwald-Kreis",3,"DE",5
"DE128","Rhein-Neckar-Kreis",3,"DE",5
"DE129","Pforzheim, Stadtkreis",3,"DE",5
"DE12A","Calw",3,"DE",5
"DE12B","Enzkreis",3,"DE",5
"DE12C","Freudenstadt",3,"DE",5
"DE13","Freiburg",2,"DE",5
"DE131","Freiburg im Breisgau, Stadtkreis",3,"DE",5
"DE132","Breisgau-Hochschwarzwald",3,"DE",5
"DE133","Emmendingen",3,"DE",5
"DE134","Ortenaukreis",3,"DE",5
"DE135","Rottweil",3,"DE",5
"DE136","Schwarzwald-Baar-Kreis",3,"DE",5
"DE137","Tuttlingen",3,"DE",5
"DE138","Konstanz",3,"DE",5
"DE139","Lörrach",3,"DE",5
"DE13A","Waldshut",3,"DE",5
"DE14","Tübingen",2,"DE",5
"DE141","Reutlingen",3,"DE",5
"DE142","Tübingen, Landkreis",3,"DE",5
"DE143","Zollernalbkreis",3,"DE",5
"DE144","Ulm, Stadtkreis",3,"DE",5
"DE145","Alb-Donau-Kreis",3,"DE",5
"DE146","Biberach",3,"DE",5
"DE147","Bodenseekreis",3,"DE",5
"DE148","Ravensburg",3,"DE",5
"DE149","Sigmaringen",3,"DE",5
"DE2","BAYERN",1,"DE",5
"DE21","Oberbayern",2,"DE",5
"DE211","Ingolstadt, Kreisfreie Stadt",3,"DE",5
"DE212","München, Kreisfreie Stadt",3,"DE",5
"DE213","Rosenheim, Kreisfreie Stadt",3,"DE",5
"DE214","Altötting",3,"DE",5
"DE215","Berchtesgadener Land",3,"DE",5
"DE216","Bad Tölz-Wolfratshausen",3,"DE",5
"DE217","Dachau",3,"DE",5
"DE218","Ebersberg",3,"DE",5
"DE219","Eichstätt",3,"DE",5
"DE21A","Erding",3,"DE",5
"DE21B","Freising",3,"DE",5
"DE21C","Fürstenfeldbruck",3,"DE",5
"DE21D","Garmisch-Partenkirchen",3,"DE",5
"DE21E","Landsberg a. Lech",3,"DE",5
"DE21F","Miesbach",3,"DE",5
"DE21G","Mühldorf a. Inn",3,"DE",5
"DE21H","München, Landkreis",3,"DE",5
"DE21I","Neuburg-Schrobenhausen",3,"DE",5
"DE21J","Pfaffenhofen a. d. Ilm",3,"DE",5
"DE21K","Rosenheim, Landkreis",3,"DE",5
"DE21L","Starnberg",3,"DE",5
"DE21M","Traunstein",3,"DE",5
"DE21N","Weilheim-Schongau",3,"DE",5
"DE22","Niederbayern",2,"DE",5
"DE221","Landshut, Kreisfreie Stadt",3,"DE",5
"DE222","Passau, Kreisfreie Stadt",3,"DE",5
"DE223","Straubing, Kreisfreie Stadt",3,"DE",5
"DE224","Deggendorf",3,"DE",5
"DE225","Freyung-Grafenau",3,"DE",5
"DE226","Kelheim",3,"DE",5
"DE227","Landshut, Landkreis",3,"DE",5
"DE228","Passau, Landkreis",3,"DE",5
"DE229","Regen",3,"DE",5
"DE22A","Rottal-Inn",3,"DE",5
"DE22B","Straubing-Bogen",3,"DE",5
"DE22C","Dingolfing-Landau",3,"DE",5
"DE23","Oberpfalz",2,"DE",5
"DE231","Amberg, Kreisfreie Stadt",3,"DE",5
"DE232","Regensburg, Kreisfreie Stadt",3,"DE",5
"DE233","Weiden i. d. Opf, Kreisfreie Stadt",3,"DE",5
"DE234","Amberg-Sulzbach",3,"DE",5
"DE235","Cham",3,"DE",5
"DE236","Neumarkt i. d. OPf.",3,"DE",5
"DE237","Neustadt a. d. Waldnaab",3,"DE",5
"DE238","Regensburg, Landkreis",3,"DE",5
"DE239","Schwandorf",3,"DE",5
"DE23A","Tirschenreuth",3,"DE",5
"DE24","Oberfranken",2,"DE",5
"DE241","Bamberg, Kreisfreie Stadt",3,"DE",5
"DE242","Bayreuth, Kreisfreie Stadt",3,"DE",5
"DE243","Coburg, Kreisfreie Stadt",3,"DE",5
"DE244","Hof, Kreisfreie Stadt",3,"DE",5
"DE245","Bamberg, Landkreis",3,"DE",5
"DE246","Bayreuth, Landkreis",3,"DE",5
"DE247","Coburg, Landkreis",3,"DE",5
"DE248","Forchheim",3,"DE",5
"DE249","Hof, Landkreis",3,"DE",5
"DE24A","Kronach",3,"DE",5
"DE24B","Kulmbach",3,"DE",5
"DE24C","Lichtenfels",3,"DE",5
"DE24D","Wunsiedel i. Fichtelgebirge",3,"DE",5
"DE25","Mittelfranken",2,"DE",5
"DE251","Ansbach, Kreisfreie Stadt",3,"DE",5
"DE252","Erlangen, Kreisfreie Stadt",3,"DE",5
"DE253","Fürth, Kreisfreie Stadt",3,"DE",5
"DE254","Nürnberg, Kreisfreie Stadt",3,"DE",5
"DE255","Schwabach, Kreisfreie Stadt",3,"DE",5
"DE256","Ansbach, Landkreis",3,"DE",5
"DE257","Erlangen-Höchstadt",3,"DE",5
"DE258","Fürth, Landkreis",3,"DE",5
"DE259","Nürnberger Land",3,"DE",5
"DE25A","Neustadt a. d. Aisch-Bad Windsheim",3,"DE",5
"DE25B","Roth",3,"DE",5
"DE25C","Weißenburg-Gunzenhausen",3,"DE",5
"DE26","Unterfranken",2,"DE",5
"DE261","Aschaffenburg, Kreisfreie Stadt",3,"DE",5
"DE262","Schweinfurt, Kreisfreie Stadt",3,"DE",5
"DE263","Würzburg, Kreisfreie Stadt",3,"DE",5
"DE264","Aschaffenburg, Landkreis",3,"DE",5
"DE265","Bad Kissingen",3,"DE",5
"DE266","Rhön-Grabfeld",3,"DE",5
"DE267","Haßberge",3,"DE",5
"DE268","Kitzingen",3,"DE",5
"DE269","Miltenberg",3,"DE",5
"DE26A","Main-Spessart",3,"DE",5
"DE26B","Schweinfurt, Landkreis",3,"DE",5
"DE26C","Würzburg, Landkreis",3,"DE",5
"DE27","Schwaben",2,"DE",5
"DE271","Augsburg, Kreisfreie Stadt",3,"DE",5
"DE272","Kaufbeuren, Kreisfreie Stadt",3,"DE",5
"DE273","Kempten (Allgäu), Kreisfreie Stadt",3,"DE",5
"DE274","Memmingen, Kreisfreie Stadt",3,"DE",5
"DE275","Aichach-Friedberg",3,"DE",5
"DE276","Augsburg, Landkreis",3,"DE",5
"DE277","Dillingen a.d. Donau",3,"DE",5
"DE278","Günzburg",3,"DE",5
"DE279","Neu-Ulm",3,"DE",5
"DE27A","Lindau (Bodensee)",3,"DE",5
"DE27B","Ostallgäu",3,"DE",5
"DE27C","Unterallgäu",3,"DE",5
"DE27D","Donau-Ries",3,"DE",5
"DE27E","Oberallgäu",3,"DE",5
"DE3","BERLIN",1,"DE",5
"DE30","Berlin",2,"DE",5
"DE300","Berlin",3,"DE",5
"DE4","BRANDENBURG",1,"DE",5
"DE41","Brandenburg - Nordost",2,"DE",5
"DE411","Frankfurt (Oder), Kreisfreie Stadt",3,"DE",5
"DE412","Barnim",3,"DE",5
"DE413","Märkisch-Oderland",3,"DE",5
"DE414","Oberhavel",3,"DE",5
"DE415","Oder-Spree",3,"DE",5
"DE416","Ostprignitz-Ruppin",3,"DE",5
"DE417","Prignitz",3,"DE",5
"DE418","Uckermark",3,"DE",5
"DE42","Brandenburg - Südwest",2,"DE",5
"DE421","Brandenburg an der Havel, Kreisfreie Stadt",3,"DE",5
"DE422","Cottbus, Kreisfreie Stadt",3,"DE",5
"DE423","Potsdam, Kreisfreie Stadt",3,"DE",5
"DE424","Dahme-Spreewald",3,"DE",5
"DE425","Elbe-Elster",3,"DE",5
"DE426","Havelland",3,"DE",5
"DE427","Oberspreewald-Lausitz",3,"DE",5
"DE428","Potsdam-Mittelmark",3,"DE",5
"DE429","Spree-Neiße",3,"DE",5
"DE42A","Teltow-Fläming",3,"DE",5
"DE5","BREMEN",1,"DE",5
"DE50","Bremen",2,"DE",5
"DE501","Bremen, Kreisfreie Stadt",3,"DE",5
"DE502","Bremerhaven, Kreisfreie Stadt",3,"DE",5
"DE6","HAMBURG",1,"DE",5
"DE60","Hamburg",2,"DE",5
"DE600","Hamburg",3,"DE",5
"DE7","HESSEN",1,"DE",5
"DE71","Darmstadt",2,"DE",5
"DE711","Darmstadt, Kreisfreie Stadt",3,"DE",5
"DE712","Frankfurt am Main, Kreisfreie Stadt",3,"DE",5
"DE713","Offenbach am Main, Kreisfreie Stadt",3,"DE",5
"DE714","Wiesbaden, Kreisfreie Stadt",3,"DE",5
"DE715","Bergstraße",3,"DE",5
"DE716","Darmstadt-Dieburg",3,"DE",5
"DE717","Groß-Gerau",3,"DE",5
"DE718","Hochtaunuskreis",3,"DE",5
"DE719","Main-Kinzig-Kreis",3,"DE",5
"DE71A","Main-Taunus-Kreis",3,"DE",5
"DE71B","Odenwaldkreis",3,"DE",5
"DE71C","Offenbach, Landkreis",3,"DE",5
"DE71D","Rheingau-Taunus-Kreis",3,"DE",5
"DE71E","Wetteraukreis",3,"DE",5
"DE72","Gießen",2,"DE",5
"DE721","Gießen, Landkreis",3,"DE",5
"DE722","Lahn-Dill-Kreis",3,"DE",5
"DE723","Limburg-Weilburg",3,"DE",5
"DE724","Marburg-Biedenkopf",3,"DE",5
"DE725","Vogelsbergkreis",3,"DE",5
"DE73","Kassel",2,"DE",5
"DE731","Kassel, Kreisfreie Stadt",3,"DE",5
"DE732","Fulda",3,"DE",5
"DE733","Hersfeld-Rotenburg",3,"DE",5
"DE734","Kassel, Landkreis",3,"DE",5
"DE735","Schwalm-Eder-Kreis",3,"DE",5
"DE736","Waldeck-Frankenberg",3,"DE",5
"DE737","Werra-Meißner-Kreis",3,"DE",5
"DE8","MECKLENBURG-VORPOMMERN",1,"DE",5
"DE80","Mecklenburg-Vorpommern",2,"DE",5
"DE801","Greifswald, Kreisfreie Stadt",3,"DE",5
"DE802","Neubrandenburg, Kreisfreie Stadt",3,"DE",5
"DE803","Rostock, Kreisfreie Stadt",3,"DE",5
"DE804","Schwerin, Kreisfreie Stadt",3,"DE",5
"DE805","Stralsund, Kreisfreie Stadt",3,"DE",5
"DE806","Wismar, Kreisfreie Stadt",3,"DE",5
"DE807","Bad Doberan",3,"DE",5
"DE808","Demmin",3,"DE",5
"DE809","Güstrow",3,"DE",5
"DE80A","Ludwigslust",3,"DE",5
"DE80B","Mecklenburg-Strelitz",3,"DE",5
"DE80C","Müritz",3,"DE",5
"DE80D","Nordvorpommern",3,"DE",5
"DE80E","Nordwestmecklenburg",3,"DE",5
"DE80F","Ostvorpommern",3,"DE",5
"DE80G","Parchim",3,"DE",5
"DE80H","Rügen",3,"DE",5
"DE80I","Uecker-Randow",3,"DE",5
"DE9","NIEDERSACHSEN",1,"DE",5
"DE91","Braunschweig",2,"DE",5
"DE911","Braunschweig, Kreisfreie Stadt",3,"DE",5
"DE912","Salzgitter, Kreisfreie Stadt",3,"DE",5
"DE913","Wolfsburg, Kreisfreie Stadt",3,"DE",5
"DE914","Gifhorn",3,"DE",5
"DE915","Göttingen",3,"DE",5
"DE916","Goslar",3,"DE",5
"DE917","Helmstedt",3,"DE",5
"DE918","Northeim",3,"DE",5
"DE919","Osterode am Harz",3,"DE",5
"DE91A","Peine",3,"DE",5
"DE91B","Wolfenbüttel",3,"DE",5
"DE92","Hannover",2,"DE",5
"DE922","Diepholz",3,"DE",5
"DE923","Hameln-Pyrmont",3,"DE",5
"DE925","Hildesheim",3,"DE",5
"DE926","Holzminden",3,"DE",5
"DE927","Nienburg (Weser)",3,"DE",5
"DE928","Schaumburg",3,"DE",5
"DE929","Region Hannover",3,"DE",5
"DE93","Lüneburg",2,"DE",5
"DE931","Celle",3,"DE",5
"DE932","Cuxhaven",3,"DE",5
"DE933","Harburg",3,"DE",5
"DE934","Lüchow-Dannenberg",3,"DE",5
"DE935","Lüneburg, Landkreis",3,"DE",5
"DE936","Osterholz",3,"DE",5
"DE937","Rotenburg (Wümme)",3,"DE",5
"DE938","Soltau-Fallingbostel",3,"DE",5
"DE939","Stade",3,"DE",5
"DE93A","Uelzen",3,"DE",5
"DE93B","Verden",3,"DE",5
"DE94","Weser-Ems",2,"DE",5
"DE941","Delmenhorst, Kreisfreie Stadt",3,"DE",5
"DE942","Emden, Kreisfreie Stadt",3,"DE",5
"DE943","Oldenburg (Oldenburg), Kreisfreie Stadt",3,"DE",5
